所在地,緯度,経度
神奈川県横浜市磯子区中浜町14,35.4146503,139.6256049
神奈川県横浜市鶴見区上末吉3-3,35.5294997,139.6711989
神奈川県横浜市戸塚区上矢部町771-11,35.4240292,139.5393529
神奈川県横浜市都筑区東方町190-4,35.5268681,139.5814793
神奈川県横浜市港南区港南6-31,35.393127,139.5899196
神奈川県横浜市保土ケ谷区瀬戸ケ谷町138-92,35.4429049,139.5909349
神奈川県横浜市青葉区荏田町464-6,35.5545995,139.5565439
神奈川県横浜市南区蒔田町1018-82,35.4257676,139.6114238
神奈川県横浜市南区六ツ川4-1157-3,35.4237598,139.5713817
神奈川県横浜市泉区領家2-8,35.4198009,139.5244996
神奈川県横浜市磯子区上町2,35.4243266,139.6246488
神奈川県横浜市青葉区奈良町2964-10,35.5644994,139.4740119
神奈川県横浜市栄区小菅ケ谷1-22,35.3647538,139.5443885
神奈川県横浜市港南区最戸2-14,35.4121919,139.5908751
神奈川県横浜市緑区中山1-329-26,35.5158667,139.5413649
神奈川県横浜市港北区高田東3-32,35.5545089,139.62435
神奈川県横浜市旭区万騎が原38-2,35.4577037,139.5324499
神奈川県横浜市泉区上飯田町4680,35.446201,139.4825517
神奈川県横浜市旭区東希望が丘155-4,35.4644807,139.5115635
神奈川県横浜市戸塚区上矢部町1463-3,35.42351,139.5284272
神奈川県横浜市瀬谷区二ツ橋町224-2,35.4710275,139.5008214
神奈川県横浜市戸塚区吉田町1724-20,35.4008121,139.5438884
神奈川県横浜市戸塚区上倉田町2040-48,35.3959338,139.5452438
神奈川県横浜市栄区本郷台2-15,35.3695528,139.5454229
神奈川県横浜市栄区尾月4,35.3621228,139.5723238
神奈川県横浜市神奈川区西寺尾3-11,35.4972081,139.6501512
神奈川県横浜市港北区大曽根台17,35.5289148,139.6277563
神奈川県横浜市南区別所中里台12,35.4168089,139.586814
神奈川県横浜市神奈川区新町16,35.4818843,139.6411752
神奈川県横浜市旭区中沢3-37,35.4722804,139.521159
神奈川県横浜市南区中村町3-196,35.4335429,139.6294947
神奈川県横浜市栄区飯島町1296-23,35.3726828,139.5381625
神奈川県横浜市鶴見区東寺尾1-30,35.5021259,139.6523831
神奈川県横浜市瀬谷区下瀬谷2-42,35.4566702,139.4828345
神奈川県横浜市戸塚区吉田町1379-11,35.4055994,139.542316
神奈川県横浜市鶴見区生麦4-16,35.496202,139.6714381
神奈川県横浜市都筑区東山田1-14-5,35.5639146,139.5994163
神奈川県横浜市都筑区勝田南1-6,35.5390862,139.5877696
神奈川県横浜市保土ケ谷区霞台7,35.4482754,139.5925474
神奈川県横浜市栄区飯島町1690-1,35.3705702,139.5356365
神奈川県横浜市瀬谷区宮沢2-26,35.4568214,139.4917375
神奈川県横浜市金沢区釜利谷東8-16,35.3401975,139.6020247
神奈川県横浜市旭区中沢2-42,35.4743452,139.5244996
神奈川県横浜市金沢区東朝比奈2-19,35.3238566,139.5987592
神奈川県横浜市栄区上郷町1151-126,35.3542222,139.578412
神奈川県横浜市南区別所3-5,35.4330988,139.5913737
神奈川県横浜市青葉区大場町904-1,35.5651219,139.5369095
神奈川県横浜市戸塚区戸塚町2680-26,35.3839895,139.5302366
神奈川県横浜市青葉区市ケ尾町1159-1,35.5522798,139.5431254
神奈川県横浜市港北区箕輪町2-10,35.543403,139.6450498
神奈川県横浜市栄区桂台東8,35.3553803,139.5691396
神奈川県横浜市港北区下田町1-9,35.5578075,139.6342906
神奈川県横浜市港南区下永谷5-12,35.4133057,139.5570413
神奈川県横浜市神奈川区西寺尾3-17,35.498653,139.6507091
神奈川県横浜市戸塚区汲沢町1087-3,35.3905008,139.5192693
神奈川県横浜市青葉区奈良町2423-197,35.5694904,139.4771714
神奈川県横浜市保土ケ谷区上菅田町951-70,35.4877117,139.5674757
神奈川県横浜市港南区日野9-40,35.3842074,139.5718462
神奈川県横浜市栄区飯島町1879-3,35.3659865,139.5388388
神奈川県横浜市栄区公田町424-50,35.3587336,139.551808
神奈川県横浜市鶴見区下野谷町4-158-2,35.4978376,139.6838392
神奈川県横浜市栄区庄戸3-10,35.3532042,139.5869733
神奈川県横浜市磯子区杉田7-25,35.3741938,139.6145306
神奈川県横浜市鶴見区駒岡4-2342-1,35.5353027,139.6566879
神奈川県横浜市泉区上飯田町979-1,35.4182558,139.4830183
神奈川県横浜市港北区日吉6-13,35.5402413,139.6525426
神奈川県横浜市港北区綱島東5-354-1,35.5388011,139.6496729
神奈川県横浜市金沢区谷津町231-6,35.3462481,139.6221589
神奈川県横浜市緑区長津田1-22,35.5335712,139.5035043
神奈川県横浜市瀬谷区三ツ境89-14,35.4587151,139.501321
神奈川県横浜市瀬谷区三ツ境179-23,35.4632516,139.4994466
神奈川県横浜市保土ケ谷区上菅田町144-138,35.4852158,139.5662939
神奈川県横浜市神奈川区白楽13,35.4851756,139.6289814
神奈川県横浜市神奈川区菅田町867-88,35.5013,139.5830154
神奈川県横浜市磯子区岡村4-17,35.4198193,139.6103882
神奈川県横浜市都筑区牛久保1-12,35.5621678,139.5820366
神奈川県横浜市港北区大曽根1-12,35.525645,139.6322983
神奈川県横浜市緑区長津田1-2,35.532079,139.5001649
神奈川県横浜市鶴見区東寺尾1-12,35.5035757,139.6474048
神奈川県横浜市旭区柏町125,35.4521162,139.5241814
神奈川県横浜市港南区日野9-11,35.382547,139.5720054
神奈川県横浜市港南区笹下6-31,35.3892962,139.5918307
神奈川県横浜市緑区三保町2607-2,35.511562,139.5282303
神奈川県横浜市戸塚区下倉田町1453-18,35.38385,139.5498667
神奈川県横浜市金沢区釜利谷西2-3,35.3433527,139.6000335
神奈川県横浜市鶴見区鶴見中央4-37,35.5062761,139.6820446
神奈川県横浜市中区山手町143-7,35.4370116,139.6580225
神奈川県横浜市戸塚区戸塚町3572-3,35.3846401,139.521842
神奈川県横浜市保土ケ谷区西谷町1259-11,35.4803834,139.5744158
神奈川県横浜市戸塚区上倉田町1657-1,35.3917119,139.5435055
神奈川県横浜市南区中村町2-116-4,35.434631,139.6314138
神奈川県横浜市戸塚区秋葉町242-62,35.4238801,139.5430657
神奈川県横浜市緑区長津田町字中村4243,35.5326237,139.4961895
神奈川県横浜市都筑区大熊町497,35.5256924,139.5974862
神奈川県横浜市旭区上白根3-10,35.4959985,139.542081
神奈川県横浜市瀬谷区阿久和東3-29,35.4495238,139.5063669
神奈川県横浜市中区錦町5-11,35.4282772,139.6731327
神奈川県横浜市金沢区六浦南2-15,35.3221477,139.6142119
神奈川県横浜市瀬谷区瀬谷4-15,35.4684503,139.4841247
神奈川県横浜市泉区中田西3-14,35.4067666,139.5037429
神奈川県横浜市南区別所5-8,35.4141969,139.5851419
神奈川県横浜市神奈川区西神奈川3-15,35.4859211,139.6275513
神奈川県横浜市西区浅間町4-336,35.4592215,139.6088747
神奈川県横浜市鶴見区矢向2-9,35.5306904,139.6791735
神奈川県横浜市栄区桂台西2-2,35.3547209,139.5635677
神奈川県横浜市神奈川区三ツ沢中町27,35.4801826,139.6097509
神奈川県横浜市旭区柏町57,35.4521162,139.5241814
神奈川県横浜市保土ケ谷区狩場町325-5,35.4399152,139.5826516
神奈川県横浜市金沢区釜利谷南2-27,35.3355965,139.6077595
神奈川県横浜市瀬谷区五貫目町10-31,35.4999167,139.4718892
神奈川県横浜市緑区鴨居4-13,35.5075193,139.5667516
神奈川県横浜市磯子区磯子台25,35.4034312,139.6141323
神奈川県横浜市南区井土ケ谷上町158,35.43099,139.5986796
神奈川県横浜市金沢区釜利谷南4-19,35.3390233,139.6032194
神奈川県横浜市旭区上白根2-48,35.4947061,139.5383415
神奈川県横浜市瀬谷区竹村町5-2,35.4865016,139.4757568
神奈川県横浜市南区睦町2-183,35.4292539,139.6175972
神奈川県横浜市旭区四季美台84-216,35.4713481,139.5346056
神奈川県横浜市瀬谷区瀬谷6-6,35.4673598,139.4752044
神奈川県横浜市旭区二俣川2-41-4,35.4602406,139.5334637
神奈川県横浜市緑区三保町2650-2,35.5093675,139.5277911
神奈川県横浜市栄区小菅ケ谷3-1,35.3684583,139.5516297
神奈川県横浜市瀬谷区橋戸3-59,35.4637931,139.4739428
神奈川県横浜市戸塚区品濃町1789-6,35.4346818,139.5642857
神奈川県横浜市神奈川区三ツ沢中町19,35.4792084,139.6091137
神奈川県横浜市旭区東希望が丘235-1,35.4662933,139.5072269
神奈川県横浜市栄区本郷台4-4,35.3751445,139.5486058
神奈川県横浜市戸塚区下倉田町615-40,35.3845891,139.5383435
神奈川県横浜市泉区弥生台6-1,35.4265594,139.5063669
神奈川県横浜市保土ケ谷区岩崎町43-7,35.4476993,139.5859382
神奈川県横浜市鶴見区駒岡4-29,35.5327759,139.6525426
神奈川県横浜市金沢区六浦南1-14,35.3188227,139.6159646
神奈川県横浜市磯子区森2-16,35.3977448,139.6128577
神奈川県横浜市戸塚区戸塚町1491-71,35.3833848,139.5260933
神奈川県横浜市泉区緑園1-13,35.4369925,139.5222725
神奈川県横浜市金沢区泥亀2-8,35.3372923,139.6256049
神奈川県横浜市保土ケ谷区新井町192-39,35.4908603,139.5597363
神奈川県横浜市青葉区荏田町432-9,35.5595396,139.5592598
神奈川県横浜市鶴見区北寺尾4-20,35.5167469,139.6558907
神奈川県横浜市南区南太田1-17,35.4353302,139.6112644
神奈川県横浜市磯子区上中里町397-4,35.3725172,139.6090689
神奈川県横浜市栄区本郷台2-2519-28,35.3703907,139.5451842
神奈川県横浜市泉区上飯田町819,35.4163711,139.4821404
神奈川県横浜市港北区新吉田東3-19,35.547752,139.6173189
神奈川県横浜市栄区上郷町21-2,35.3626479,139.5659247
神奈川県横浜市戸塚区柏尾町1411-36,35.4131111,139.5490969
神奈川県横浜市戸塚区川上町669-8,35.4373553,139.5445476
神奈川県横浜市栄区小山台2-21,35.3759526,139.5570413
神奈川県横浜市戸塚区前田町267-36,35.4243492,139.5521867
神奈川県横浜市港北区日吉6-6,35.5449501,139.6546152
神奈川県横浜市青葉区荏田西2-34-12,35.5552265,139.5521867
神奈川県横浜市中区本牧元町49,35.4164841,139.6676107
神奈川県横浜市港南区上永谷6-9,35.4016955,139.5638861
神奈川県横浜市南区大岡4-38,35.4089096,139.6057682
神奈川県横浜市港北区新吉田町3381-12,35.5372522,139.6091751
神奈川県横浜市戸塚区原宿1-21,35.3812772,139.5171027
神奈川県横浜市神奈川区神奈川1-17-3,35.4709274,139.6348982
神奈川県横浜市磯子区滝頭1-2,35.4224209,139.6181156
神奈川県横浜市泉区上飯田町3486-6,35.4363234,139.4747285
神奈川県横浜市西区浅間町3-170-3,35.4603692,139.6087876
神奈川県横浜市港南区日野中央3-5,35.3827054,139.5877696
神奈川県横浜市港北区日吉本町5-72,35.5499004,139.6271188
神奈川県横浜市青葉区もえぎ野21,35.5462212,139.5241814
神奈川県横浜市金沢区堀口18,35.3577573,139.6298281
神奈川県横浜市旭区今宿町字神成谷2540-53,35.4686755,139.514001
神奈川県横浜市旭区善部町109-7,35.4530257,139.5208735
神奈川県横浜市泉区岡津町112,35.4240513,139.5261114
神奈川県横浜市鶴見区獅子ケ谷1-13,35.5170572,139.6495135
神奈川県横浜市泉区弥生台21,35.4265594,139.5063669
神奈川県横浜市栄区笠間2-11,35.3572957,139.5360343
神奈川県横浜市瀬谷区阿久和東2-10,35.452772,139.5044585
神奈川県横浜市保土ケ谷区川島町471-3,35.4706423,139.5742613
神奈川県横浜市鶴見区馬場5-5,35.5125407,139.6545355
神奈川県横浜市港南区下永谷1-10,35.4124211,139.5634085
神奈川県横浜市都筑区早渕1-3,35.5406635,139.5962588
神奈川県横浜市瀬谷区橋戸1-25-24,35.4640698,139.4841063
神奈川県横浜市鶴見区諏訪坂18,35.5168273,139.6689662
神奈川県横浜市緑区上山3-42,35.4997428,139.54781
神奈川県横浜市鶴見区馬場2-23,35.5081502,139.6466439
神奈川県横浜市都筑区仲町台4-13,35.5323795,139.5899992
神奈川県横浜市青葉区荏田西3-14-4,35.550441,139.5502769
神奈川県横浜市緑区いぶき野30-1,35.5283743,139.5089974
神奈川県横浜市青葉区みたけ台4,35.556663,139.5216362
神奈川県横浜市金沢区洲崎町23,35.3314743,139.626083
神奈川県横浜市鶴見区駒岡3-30,35.5310407,139.6582873
神奈川県横浜市保土ケ谷区新桜ケ丘1-43,35.448701,139.5638065
神奈川県横浜市緑区長津田2-1782-34,35.5336386,139.4968175
神奈川県横浜市鶴見区駒岡1-22,35.5230611,139.6530209
神奈川県横浜市旭区本村町16-1,35.4658661,139.5361039
神奈川県横浜市神奈川区新町8-1,35.4793253,139.6377674
神奈川県横浜市保土ケ谷区峰岡町2-268,35.464575,139.5941302
神奈川県横浜市泉区中田南3-21,35.4085496,139.5099453
神奈川県横浜市神奈川区三枚町279,35.4933328,139.5986621
神奈川県横浜市保土ケ谷区宮田町2-159,35.4586333,139.6035375
神奈川県横浜市戸塚区品濃町1778-6,35.4355707,139.5644203
神奈川県横浜市旭区鶴ケ峰本町2-41,35.4778846,139.545025
神奈川県横浜市泉区和泉中央北1-13,35.4205607,139.4982567
神奈川県横浜市金沢区能見台5-49-1,35.3522985,139.6203463
神奈川県横浜市保土ケ谷区常盤台86,35.47503752,139.5927782
神奈川県横浜市保土ケ谷区川島町字向台655-68,35.4681375,139.5703295
神奈川県横浜市瀬谷区南台2-4-63,35.4593585,139.4866499
神奈川県横浜市港北区新吉田東6-26,35.5373212,139.6201073
神奈川県横浜市瀬谷区宮沢1-16,35.461926,139.4930095
神奈川県横浜市戸塚区上矢部町744-6,35.4190783,139.5305451
神奈川県横浜市神奈川区子安台1-7,35.4928746,139.6565285
神奈川県横浜市泉区領家4-18,35.4169545,139.5209999
神奈川県横浜市神奈川区入江1-2,35.4857071,139.6481584
神奈川県横浜市泉区岡津町2790-9,35.4338431,139.5179635
神奈川県横浜市青葉区荏田西3-10-27,35.5485268,139.5480463
神奈川県横浜市泉区西が岡1-23,35.424849,139.5120924
神奈川県横浜市栄区小菅ケ谷1-2000-31,35.3656677,139.5477305
神奈川県横浜市栄区小菅ケ谷2-9,35.3691615,139.5453433
神奈川県横浜市青葉区あざみ野1-27-5,35.5715252,139.5470939
神奈川県横浜市鶴見区駒岡1-10,35.519348,139.6575848
神奈川県横浜市鶴見区馬場4-40,35.5126016,139.6584418
神奈川県横浜市泉区和泉町6227,35.425629,139.4898296
神奈川県横浜市緑区三保町2710-75,35.5050696,139.5271544
神奈川県横浜市青葉区奈良町1566-356,35.5639089,139.4771295
神奈川県横浜市青葉区美しが丘西2-16-1,35.5902714,139.5324543
神奈川県横浜市金沢区並木2-11,35.3630241,139.6402677
神奈川県横浜市金沢区並木3-9,35.3591826,139.6403274
神奈川県横浜市金沢区並木1-15,35.3708543,139.6389925
神奈川県横浜市磯子区栗木2-15,35.3787647,139.6042548
神奈川県横浜市金沢区並木1-12,35.3709346,139.6417023
神奈川県横浜市青葉区あかね台1-2-1,35.542052,139.487107
神奈川県横浜市金沢区並木2-9,35.3635834,139.6391519
神奈川県横浜市青葉区美しが丘西2-52-4,35.5902714,139.5324543
神奈川県横浜市金沢区並木2-1,35.3655012,139.6410647
神奈川県横浜市金沢区並木2-4,35.3659504,139.6388158
神奈川県横浜市金沢区並木1-4,35.3740499,139.6383549
神奈川県横浜市金沢区並木1-3,35.3741303,139.6410647
神奈川県横浜市金沢区柴町364,35.3464824,139.6388331
神奈川県横浜市金沢区並木3-3,35.3593923,139.6391917
神奈川県横浜市青葉区あかね台2-2-8,35.5397793,139.4874299
神奈川県横浜市泉区緑園5-12,35.4418546,139.5286359
神奈川県横浜市泉区西が岡2-22,35.4223072,139.5171822
神奈川県横浜市旭区今宿町2669-8,35.4676579,139.5136345
神奈川県横浜市神奈川区羽沢南1-4,35.4739792,139.5821959
神奈川県横浜市金沢区富岡東2-5,35.3757276,139.6378768
神奈川県横浜市瀬谷区下瀬谷3-57,35.4539818,139.4790193
神奈川県横浜市金沢区谷津町40-99,35.3450743,139.6258987
神奈川県横浜市金沢区富岡西6-29,35.360216,139.61947
神奈川県横浜市都筑区牛久保東2-25,35.5520597,139.5902381
神奈川県横浜市緑区長津田みなみ台7-33-8,35.5276983,139.5058699
神奈川県横浜市緑区十日市場町864,35.5267165,139.5126669
神奈川県横浜市磯子区洋光台5-18,35.3783643,139.5912733
神奈川県横浜市保土ケ谷区川島町694-1,35.4701933,139.5661944
神奈川県横浜市金沢区釜利谷西6-17,35.3383814,139.5944587
神奈川県横浜市青葉区千草台44,35.5388592,139.5343636
神奈川県横浜市金沢区富岡西5-41,35.3597351,139.6146899
神奈川県横浜市西区久保町42,35.4492412,139.6110255
神奈川県横浜市保土ケ谷区上菅田町87-4,35.4815003,139.5685567
神奈川県横浜市青葉区奈良町2821-4,35.5636226,139.4699724
神奈川県横浜市金沢区釜利谷東5-9,35.3483479,139.6058478
神奈川県横浜市青葉区しらとり台42,35.5352292,139.514001
神奈川県横浜市戸塚区吉田町1724-14,35.4002616,139.5432177
神奈川県横浜市神奈川区亀住町18,35.482135,139.6398231
神奈川県横浜市緑区いぶき野46-2,35.5298526,139.5063669
神奈川県横浜市保土ケ谷区新桜ケ丘1-63,35.4510022,139.5614983
神奈川県横浜市戸塚区品濃町555-1,35.4323436,139.5639821
神奈川県横浜市西区楠町1-8,35.4684774,139.6155245
神奈川県横浜市旭区中白根2-42,35.491407,139.542081
神奈川県横浜市青葉区美しが丘3-14,35.5863148,139.5496403
神奈川県横浜市南区平楽147-3,35.429474,139.6307367
神奈川県横浜市栄区東上郷町58,35.3562847,139.5828329
神奈川県横浜市都筑区川和町2187-12,35.5356605,139.5507771
神奈川県横浜市青葉区新石川1-31-1,35.5658253,139.5587673
神奈川県横浜市泉区西が岡3-1-1,35.4233579,139.5132801
神奈川県横浜市栄区笠間4-7,35.3634727,139.5346023
神奈川県横浜市磯子区丸山1-20,35.4255679,139.6198683
神奈川県横浜市緑区北八朔町946-1,35.5346941,139.5376472
神奈川県横浜市青葉区さつきが丘19,35.5305342,139.5218847
神奈川県横浜市緑区竹山1-6-4,35.4994613,139.5604636
神奈川県横浜市港南区丸山台2-8,35.3984484,139.5715278
神奈川県横浜市緑区三保町1802-2,35.5194403,139.527109
神奈川県横浜市鶴見区潮田町4-148-2,35.5037971,139.6921586
神奈川県横浜市都筑区佐江戸町1722-2,35.5164989,139.5570779
神奈川県横浜市緑区中山3-500-19,35.5139639,139.5451842
神奈川県横浜市鶴見区江ケ崎町1-31,35.5320036,139.6765418
神奈川県横浜市緑区長津田町2469-4,35.5353273,139.4883789
神奈川県横浜市神奈川区白幡仲町17,35.4898859,139.6351929
神奈川県横浜市戸塚区前田町264-4,35.4243492,139.5521867
神奈川県横浜市戸塚区上矢部町2501-50,35.4191681,139.5262729
神奈川県横浜市保土ケ谷区天王町1-30-15,35.4580082,139.6017696
神奈川県横浜市港南区上永谷3-21,35.4072938,139.5728015
神奈川県横浜市港南区日野中央3-2300-258,35.3809094,139.5884862
神奈川県横浜市金沢区釜利谷西6-31,35.3364152,139.5920696
神奈川県横浜市西区東久保町69,35.4478548,139.6063258
神奈川県横浜市泉区新橋町929,35.435502,139.5114562
神奈川県横浜市青葉区荏田北3-15,35.55958,139.5480488
神奈川県横浜市神奈川区三ツ沢下町52,35.4778691,139.6152476
神奈川県横浜市栄区野七里1-10,35.3490464,139.5794889
神奈川県横浜市港北区新吉田町3099-1,35.5417194,139.606963
神奈川県横浜市栄区桂台北21,35.3567199,139.5667516
神奈川県横浜市南区六ツ川1-699-2,35.4251051,139.5897603
神奈川県横浜市中区本郷町3-208-1,35.4303952,139.6557213
神奈川県横浜市神奈川区神奈川本町3-5,35.4736456,139.6322144
神奈川県横浜市緑区上山3-16,35.5020875,139.5482875
神奈川県横浜市青葉区荏田北2-5-6,35.5555138,139.543617
神奈川県横浜市緑区東本郷3-17,35.5046222,139.5763043
神奈川県横浜市青葉区奈良3-4-1,35.5531338,139.4855917
神奈川県横浜市青葉区奈良3-19-1,35.5489648,139.4837983
神奈川県横浜市都筑区荏田南2-26,35.5429066,139.5541763
神奈川県横浜市磯子区馬場町1,35.4215489,139.6256049
神奈川県横浜市都筑区茅ケ崎南5-11,35.540473,139.5700451
神奈川県横浜市青葉区あかね台2-20-1,35.5416741,139.4834631
神奈川県横浜市鶴見区上末吉4-12,35.5283744,139.66482
神奈川県横浜市栄区本郷台3-35,35.377433,139.5466164
神奈川県横浜市栄区飯島町1838-9,35.3705702,139.5356365
神奈川県横浜市港北区綱島東2-19,35.5402709,139.6415429
神奈川県横浜市神奈川区大口仲町42,35.4912641,139.641347
神奈川県横浜市磯子区磯子5-7,35.4086704,139.6157256
神奈川県横浜市青葉区田奈町42,35.5380007,139.5038224
神奈川県横浜市戸塚区舞岡町3596-4,35.4110465,139.5484864
神奈川県横浜市旭区若葉台1-6,35.5033808,139.5055319
神奈川県横浜市緑区十日市場町909,35.5231245,139.5152735
神奈川県横浜市青葉区すみよし台24-4,35.5528747,139.4936604
神奈川県横浜市南区六ツ川2-3-104,35.422642,139.5874312
神奈川県横浜市青葉区市ケ尾町1162-5,35.5544556,139.5433005
神奈川県横浜市南区永田台45,35.4340127,139.5845845
神奈川県横浜市都筑区中川1-2,35.5611054,139.5703212
神奈川県横浜市磯子区洋光台3-7,35.3796119,139.5936623
神奈川県横浜市戸塚区下倉田町828-55,35.3803923,139.5412754
神奈川県横浜市栄区上郷町1534-2,35.3639707,139.5763839
神奈川県横浜市神奈川区二ツ谷町14-1,35.4801111,139.6301154
神奈川県横浜市都筑区加賀原2-9,35.5215925,139.5552108
神奈川県横浜市金沢区並木1-24,35.3665159,139.640188
神奈川県横浜市緑区北八朔町1908-41,35.5288063,139.5407284
神奈川県横浜市都筑区東山田4-36,35.5604724,139.6056089
神奈川県横浜市緑区北八朔町1988-79,35.5297283,139.532255
神奈川県横浜市青葉区つつじが丘3-2,35.5419176,139.5203292
神奈川県横浜市栄区小山台1-19,35.3789546,139.5573596
神奈川県横浜市旭区南希望が丘13-1,35.4547898,139.5191109
神奈川県横浜市泉区桂坂7-1,35.4255997,139.515162
神奈川県横浜市旭区中沢2-4,35.470529,139.5255337
神奈川県横浜市保土ケ谷区上菅田町951-4,35.4877117,139.5674757
神奈川県横浜市磯子区栗木3-9,35.3765385,139.6078392
神奈川県横浜市金沢区釜利谷西5-16,35.3415451,139.5944587
神奈川県横浜市都筑区川和台23,35.5271288,139.5541763
神奈川県横浜市戸塚区名瀬町762,35.4349137,139.5356365
神奈川県横浜市神奈川区三枚町108-5,35.4969867,139.6067005
神奈川県横浜市青葉区市ケ尾町1178-8,35.5537488,139.5377951
神奈川県横浜市中区山田町6-1,35.4377852,139.6333671
神奈川県横浜市旭区白根8-715-6,35.4902512,139.5490037
神奈川県横浜市金沢区六浦南2-38,35.3189348,139.6137339
神奈川県横浜市旭区中沢1-16,35.4714094,139.530386
神奈川県横浜市磯子区丸山2-24,35.4227832,139.6217008
神奈川県横浜市中区大芝台24,35.4271594,139.6327765
神奈川県横浜市港北区高田西5-2609-141,35.5560806,139.6126983
神奈川県横浜市青葉区あざみ野南1-12-9,35.5631365,139.5547333
神奈川県横浜市緑区長津田4-1975-10,35.5354719,139.4938883
神奈川県横浜市鶴見区鶴見中央5-19,35.5034686,139.6755848
神奈川県横浜市青葉区新石川3-11-1,35.576535,139.5631255
神奈川県横浜市南区永田東2-3,35.4362725,139.5978832
神奈川県横浜市磯子区杉田7-2,35.3724462,139.6185936
神奈川県横浜市戸塚区深谷町1304-2,35.3883882,139.5000058
神奈川県横浜市神奈川区神奈川本町7-11,35.4750114,139.6334853
神奈川県横浜市港南区上永谷5-16,35.4022409,139.5659556
神奈川県横浜市戸塚区原宿3-45,35.3824451,139.5093091
神奈川県横浜市鶴見区岸谷2-6,35.4942119,139.6607538
神奈川県横浜市緑区鴨居1-15,35.5112898,139.566672
神奈川県横浜市泉区上飯田町1896-26,35.4307071,139.4796552
神奈川県横浜市栄区飯島町2908-2,35.3775961,139.5442019
神奈川県横浜市旭区柏町94,35.4521162,139.5241814
神奈川県横浜市磯子区洋光台4-11,35.3780914,139.6004317
神奈川県横浜市金沢区釜利谷町2233-10,35.3439192,139.5980424
神奈川県横浜市青葉区美しが丘西3-42-1,35.5862892,139.5283882
神奈川県横浜市磯子区杉田7-14,35.3750736,139.6170799
神奈川県横浜市磯子区磯子台3,35.4035465,139.6190716
神奈川県横浜市磯子区磯子5-1,35.4075183,139.6128577
神奈川県横浜市旭区今宿東町832-4,35.4845727,139.5385206
神奈川県横浜市港南区下永谷3-40,35.4047435,139.5632493
神奈川県横浜市保土ケ谷区狩場町164-51,35.4433585,139.5790311
神奈川県横浜市栄区長尾台町16,35.3612354,139.5267268
神奈川県横浜市泉区新橋町1407-8,35.4386184,139.5131868
神奈川県横浜市西区宮ケ谷6-6,35.4664675,139.6102189
神奈川県横浜市栄区東上郷町27,35.3614127,139.5837883
神奈川県横浜市磯子区洋光台4-29,35.3765833,139.6025822
神奈川県横浜市戸塚区上倉田町1582-87,35.3937831,139.5459898
神奈川県横浜市磯子区氷取沢町60-28,35.3648973,139.6083959
神奈川県横浜市戸塚区矢部町142-2,35.4059286,139.5292723
神奈川県横浜市緑区十日市場町891,35.5231245,139.5152735
神奈川県横浜市戸塚区汲沢2-1684-48,35.3821203,139.5130744
神奈川県横浜市西区東久保町12,35.4478981,139.6091137
神奈川県横浜市保土ケ谷区法泉1-119-62,35.4465328,139.5744732
神奈川県横浜市南区井土ケ谷下町34,35.4320835,139.6056885
神奈川県横浜市緑区十日市場町829,35.5231245,139.5152735
神奈川県横浜市旭区白根2-33,35.4832288,139.5533009
神奈川県横浜市西区浜松町9,35.4527285,139.6109458
神奈川県横浜市青葉区奈良町2423-189,35.5694904,139.4771714
神奈川県横浜市栄区桂台東7,35.3563949,139.5696968
神奈川県横浜市西区南軽井沢6-1,35.4693736,139.6149467
神奈川県横浜市青葉区美しが丘西1-5-8,35.5899149,139.5400919
神奈川県横浜市保土ケ谷区天王町1-14,35.4570749,139.6028211
神奈川県横浜市都筑区すみれが丘29,35.5420411,139.5947957
神奈川県横浜市港北区仲手原1-14,35.4960338,139.6366813
神奈川県横浜市港南区東永谷3-57,35.4115346,139.5749509
神奈川県横浜市青葉区榎が丘16-1,35.5407642,139.5118504
神奈川県横浜市金沢区能見台3-12-1,35.3588666,139.6165494
神奈川県横浜市磯子区洋光台2-6,35.3844482,139.5903177
神奈川県横浜市南区別所中里台31,35.4167899,139.5842661
神奈川県横浜市戸塚区南舞岡2-14,35.3913268,139.5570413
神奈川県横浜市旭区今宿町2569-30,35.4735332,139.5140229
神奈川県横浜市鶴見区上末吉2-7,35.5262177,139.6735314
神奈川県横浜市瀬谷区阿久和東2-42,35.452772,139.5044585
神奈川県横浜市神奈川区七島町34-12,35.4868425,139.6432963
神奈川県横浜市青葉区市ケ尾町1153-1,35.5511146,139.5399814
神奈川県横浜市戸塚区上柏尾町311-1,35.4180348,139.5545841
神奈川県横浜市中区山下町1,35.44747,139.6454682
神奈川県横浜市港南区日野8-27,35.3852334,139.5758266
神奈川県横浜市磯子区洋光台3-19,35.3811637,139.5971664
神奈川県横浜市青葉区荏田町449-10,35.5563918,139.5579608
神奈川県横浜市戸塚区吉田町1216-2,35.409296,139.5428601
神奈川県横浜市神奈川区大口仲町28,35.4925529,139.6410647
神奈川県横浜市瀬谷区本郷3-21-3,35.4747473,139.4791536
神奈川県横浜市中区末吉町4-91-6,35.4382141,139.6223083
神奈川県横浜市栄区飯島町710-5,35.3722997,139.5309098
神奈川県横浜市神奈川区松見町2-14-1,35.4981587,139.6419851
神奈川県横浜市都筑区牛久保東2-3-13,35.5529751,139.5858205
神奈川県横浜市保土ケ谷区神戸町140-4,35.4552829,139.5968536
神奈川県横浜市青葉区鴨志田町530,35.5640666,139.5068937
